DateTime,Time,Currency,Importance,Event,Actual,Forecast,Previous
2015/12/10 08:00:00,08:00,GBP,Medium,BoE MPC vote cut (Dec),0,0,0
2015/12/10 08:00:00,08:00,GBP,Medium,BoE MPC vote hike (Dec),1,1,1
2015/12/10 08:00:00,08:00,GBP,Medium,BoE MPC vote unchanged (Dec),8,8,8
2015/12/10 08:00:00,08:00,GBP,Medium,BoE QE Total (Dec),375B,375B,375B
2015/12/10 08:00:00,08:00,GBP,High,BoE Interest Rate Decision (Dec),0.50%,0.50%,0.50%
2015/12/10 08:00:00,08:00,GBP,Medium,BoE MPC Meeting Minutes,,,
2015/12/10 08:00:00,08:00,RUB,Low,Central Bank reserves (USD),364.4B,365.0B,364.9B
2015/12/10 09:00:00,09:00,RUB,Medium,GDP Quarterly (YoY),-4.1%,-4.1%,-4.1%
2015/12/10 09:30:00,09:30,USD,Medium,Continuing Jobless Claims,"2,243K","2,152K","2,161K"
2015/12/10 09:30:00,09:30,USD,Medium,Export Price Index (MoM) (Nov),-0.6%,-0.3%,-0.2%
2015/12/10 09:30:00,09:30,USD,Medium,Import Price Index (MoM) (Nov),-0.4%,-0.7%,-0.3%
2015/12/10 09:30:00,09:30,USD,High,Initial Jobless Claims,282K,269K,269K
2015/12/10 09:30:00,09:30,USD,Low,Jobless Claims 4-Week Avg.,270.75K,,269.25K
2015/12/10 09:30:00,09:30,CAD,Low,Capacity Utilization Rate (Q3),82.0%,81.9%,81.4%
2015/12/10 09:30:00,09:30,CAD,Medium,New Housing Price Index (MoM) (Oct),0.3%,0.1%,0.1%
2015/12/10 10:50:00,10:50,USD,Low,Bloomberg Consumer Confidence,40.1,,39.6
2015/12/10 11:30:00,11:30,USD,Low,Natural Gas Storage,-76B,-64B,-53B
2015/12/10 14:00:00,14:00,USD,High,30-Year Bond Auction,2.978%,,3.070%
2015/12/10 14:00:00,14:00,EUR,Medium,German Buba President Weidmann Speaks,,,
2015/12/10 14:30:00,14:30,GBP,High,BoE Gov Carney Speaks,,,
2015/12/10 15:00:00,15:00,USD,Medium,Federal Budget Balance (Nov),-65.0B,-68.0B,-136.0B
2015/12/10 17:00:00,17:00,KRW,Low,Export Price Index (YoY) (Nov),-8.6%,,-6.5%
2015/12/10 17:00:00,17:00,KRW,Low,Import Price Index (YoY) (Nov),-15.6%,,-14.9%
2015/12/10 17:30:00,17:30,NZD,Medium,Business NZ PMI (Nov),54.7,,53.3
2015/12/10 17:45:00,17:45,NZD,Low,FPI (MoM) (Nov),-0.2%,-0.3%,-1.2%
2015/12/10 22:00:00,22:00,NZD,Low,RBNZ Offshore Holdings (Nov),64.10%,,64.90%
2015/12/11 03:00:00,03:00,EUR,Medium,German CPI (YoY) (Nov),0.4%,0.4%,0.4%
2015/12/11 03:00:00,03:00,EUR,High,German CPI (MoM) (Nov),0.1%,0.1%,0.1%
2015/12/11 03:00:00,03:00,EUR,Low,German HICP (YoY) (Nov),0.3%,0.3%,0.3%
2015/12/11 03:00:00,03:00,EUR,Low,German HICP (MoM) (Nov),0.1%,0.1%,0.1%
2015/12/11 03:00:00,03:00,EUR,Low,German WPI (YoY) (Nov),-1.1%,,-1.6%
2015/12/11 03:00:00,03:00,EUR,Low,German WPI (MoM) (Nov),-0.2%,0.2%,-0.4%
2015/12/11 03:45:00,03:45,EUR,Low,French Current Account (Oct),-1.40B,,0.30B
2015/12/11 04:00:00,04:00,CNY,Low,M2 Money Stock (YoY) (Nov),13.7%,13.4%,13.5%
2015/12/11 04:00:00,04:00,CNY,Medium,New Loans (Nov),708.9B,700.0B,513.6B
2015/12/11 04:00:00,04:00,CNY,Low,Outstanding Loan Growth (YoY) (Nov),14.9%,15.3%,15.4%
2015/12/11 04:45:00,04:45,CNY,Low,FDI (Nov),7.90%,,8.60%
2015/12/11 05:00:00,05:00,EUR,Low,Italian Industrial Production (YoY) (Oct),2.9%,2.0%,1.8%
2015/12/11 05:00:00,05:00,EUR,Low,Italian Industrial Production (MoM) (Oct),0.5%,0.3%,0.2%
2015/12/11 05:30:00,05:30,GBP,Low,Construction Output (MoM) (Oct),0.50%,,0.90%
2015/12/11 05:30:00,05:30,GBP,Low,U.K. Construction Output (YoY) (Oct),4.00%,,2.00%
2015/12/11 05:30:00,05:30,GBP,Low,Inflation Expectations,2.0%,,2.0%
2015/12/11 06:30:00,06:30,RUB,Medium,Interest Rate Decision (Dec),11.00%,11.00%,11.00%
2015/12/11 07:00:00,07:00,EUR,Low,Italian Quarterly Unemployment Rate,11.7%,11.9%,12.3%
2015/12/11 07:30:00,07:30,INR,Low,Bank Loan Growth (2wk),9.8%,,9.7%
2015/12/11 07:30:00,07:30,INR,Low,Deposit Growth (2wk),10.4%,,11.0%
2015/12/11 07:30:00,07:30,INR,Low,"FX Reserves, USD",352.10B,,351.62B
2015/12/11 07:30:00,07:30,INR,Low,M3 Money Supply (2wk),10.7%,,11.2%
2015/12/11 08:00:00,08:00,INR,Low,Cumulative Industrial Production (Oct),4.80%,,4.00%
2015/12/11 08:00:00,08:00,INR,Low,Industrial Production (YoY) (Oct),9.8%,7.8%,3.6%
2015/12/11 08:00:00,08:00,INR,Low,Manufacturing Output (MoM) (Oct),10.6%,,2.6%
2015/12/11 08:30:00,08:30,RUB,Low,Budget Balance % of GDP (Nov),-1.30%,,-1.30%
2015/12/11 09:00:00,09:00,RUB,Low,Trade Balance (Oct),10.10B,9.90B,9.60B
2015/12/11 09:30:00,09:30,USD,Medium,Core PPI (MoM) (Nov),0.3%,0.1%,-0.3%
2015/12/11 09:30:00,09:30,USD,Low,Core PPI (YoY) (Nov),0.5%,0.2%,0.1%
2015/12/11 09:30:00,09:30,USD,High,Core Retail Sales (MoM) (Nov),0.4%,0.3%,0.1%
2015/12/11 09:30:00,09:30,USD,Low,PPI (YoY) (Nov),-1.1%,-1.4%,-1.6%
2015/12/11 09:30:00,09:30,USD,High,PPI (MoM) (Nov),0.3%,-0.1%,-0.4%
2015/12/11 09:30:00,09:30,USD,Medium,Retail Control (MoM) (Nov),0.6%,0.4%,0.2%
2015/12/11 09:30:00,09:30,USD,High,Retail Sales (MoM) (Nov),0.2%,0.3%,0.1%
2015/12/11 09:30:00,09:30,USD,Low,Retail Sales Ex Gas/Autos (MoM) (Nov),0.5%,,0.3%
2015/12/11 11:00:00,11:00,USD,Medium,Business Inventories (MoM) (Oct),0.0%,0.1%,0.1%
2015/12/11 11:00:00,11:00,USD,Medium,Michigan 1-Year Inflation Expectations (Dec),2.6%,,2.7%
2015/12/11 11:00:00,11:00,USD,Medium,Michigan 5-Year Inflation Expectations (Dec),2.60%,,2.60%
2015/12/11 11:00:00,11:00,USD,Medium,Michigan Consumer Expectations (Dec),82.0,81.0,82.9
2015/12/11 11:00:00,11:00,USD,Medium,Michigan Consumer Sentiment (Dec),91.8,92.0,91.3
2015/12/11 11:00:00,11:00,USD,Low,Michigan Current Conditions (Dec),107.0,103.5,104.3
2015/12/11 14:00:00,14:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,524,,545
2015/12/11 16:30:00,16:30,GBP,Medium,CFTC GBP speculative net positions,-23.9K,,-28.3K
2015/12/11 16:30:00,16:30,USD,Low,CFTC Copper speculative net positions,-34.2K,,-34.3K
2015/12/11 16:30:00,16:30,USD,Medium,CFTC Crude Oil speculative net positions,197.9K,,208.5K
2015/12/11 16:30:00,16:30,USD,Medium,CFTC Gold speculative net positions,19.6K,,9.8K
2015/12/11 16:30:00,16:30,USD,Medium,CFTC S&P 500 speculative net positions,-80.8K,,-96.4K
2015/12/11 16:30:00,16:30,USD,Low,CFTC Silver speculative net positions,21.3K,,21.9K
2015/12/11 16:30:00,16:30,CAD,Low,CFTC CAD speculative net positions,-40.1K,,-39.0K
2015/12/11 16:30:00,16:30,CHF,Low,CFTC CHF speculative net positions,-25.5K,,-24.8K
2015/12/11 16:30:00,16:30,AUD,Medium,CFTC AUD speculative net positions,-33.6K,,-46.6K
2015/12/11 16:30:00,16:30,JPY,Medium,CFTC JPY speculative net positions,-68.1K,,-74.9K
2015/12/11 16:30:00,16:30,NZD,Low,CFTC NZD speculative net positions,8.9K,,4.8K
2015/12/11 16:30:00,16:30,RUB,Medium,CFTC RUB speculative positions,0.1K,,0.8K
2015/12/11 16:30:00,16:30,EUR,Medium,CFTC EUR speculative net positions,-172.3K,,-182.8K
2015/12/12 01:30:00,01:30,CNY,Medium,Fixed Asset Investment (YoY) (Nov),10.2%,10.1%,10.2%
2015/12/12 01:30:00,01:30,CNY,Medium,Industrial Production (YoY) (Nov),6.2%,5.6%,5.6%
2015/12/12 01:30:00,01:30,CNY,Low,Retail Sales (YoY) (Nov),11.2%,11.1%,11.0%
2015/12/13 17:30:00,17:30,NZD,Low,Performance of Services Index,59.8,,56.2
2015/12/13 19:50:00,19:50,JPY,Medium,Tankan All Big Industry CAPEX (Q4),10.8%,10.2%,10.9%
2015/12/13 19:50:00,19:50,JPY,Low,Tankan All Small Industry CAPEX (Q4),-0.2%,-1.2%,-6.1%
2015/12/13 19:50:00,19:50,JPY,Medium,Tankan Big Manufacturing Outlook Index (Q4),7,11,10
2015/12/13 19:50:00,19:50,JPY,Medium,Tankan Large Manufacturers Index (Q4),12,11,12
2015/12/13 19:50:00,19:50,JPY,Low,Tankan Large Non-Manufacturers Diffusion Index (Q4),18,21,19
2015/12/13 19:50:00,19:50,JPY,Medium,Tankan Large Non-Manufacturers Index (Q4),25,23,25
2015/12/13 19:50:00,19:50,JPY,Low,Tankan Small Manufacturers Diffusion Index (Q4),-4,-2,-2
2015/12/13 19:50:00,19:50,JPY,Low,Tankan Small Manufacturing Index (Q4),0,-1,0
2015/12/13 19:50:00,19:50,JPY,Low,Tankan Small Non-Manufacturers Diffusion Index (Q4),0,0,1
2015/12/13 19:50:00,19:50,JPY,Low,Tankan Small Non-Manufacturing Index (Q4),5,1,3
2015/12/13 20:01:00,20:01,GBP,Low,Rightmove House Price Index (MoM),-1.1%,,-1.3%
2015/12/14 00:30:00,00:30,JPY,Low,Capacity Utilization (MoM) (Oct),1.3%,,1.5%
2015/12/14 00:30:00,00:30,JPY,Medium,Industrial Production (MoM) (Oct),1.4%,1.4%,1.4%
2015/12/14 00:30:00,00:30,JPY,Medium,Tertiary Industry Activity Index (MoM),0.9%,0.5%,-0.4%
2015/12/14 02:30:00,02:30,INR,Low,WPI Food (YoY) (Nov),5.20%,,2.44%
2015/12/14 02:30:00,02:30,INR,Low,WPI Fuel (YoY) (Nov),-11.09%,,-16.32%
2015/12/14 02:30:00,02:30,INR,Medium,WPI Inflation (YoY) (Nov),-1.99%,-2.80%,-3.81%
2015/12/14 02:30:00,02:30,INR,Low,WPI Manufacturing Inflation (YoY) (Nov),-1.42%,,-1.67%
2015/12/14 04:30:00,04:30,GBP,Medium,Investing.com GBP/USD Index,40.5%,,38.4%
2015/12/14 04:30:00,04:30,USD,Medium,Investing.com Gold Index,53.6%,,50.0%
2015/12/14 04:30:00,04:30,CAD,Medium,Investing.com USD/CAD Index,43.0%,,45.2%
2015/12/14 04:30:00,04:30,CHF,Medium,Investing.com USD/CHF Index,53.2%,,46.6%
2015/12/14 04:30:00,04:30,AUD,Medium,Investing.com AUD/USD Index,41.7%,,32.4%
2015/12/14 04:30:00,04:30,JPY,Medium,Investing.com USD/JPY Index,59.0%,,56.1%
2015/12/14 04:30:00,04:30,NZD,Medium,Investing.com NZD/USD Index,38.8%,,34.6%
2015/12/14 04:30:00,04:30,EUR,Medium,Investing.com EUR/USD Index,31.2%,,27.1%
2015/12/14 05:00:00,05:00,EUR,Low,Italian CPI (MoM) (Nov),-0.4%,-0.4%,-0.4%
2015/12/14 05:00:00,05:00,EUR,Low,Italian CPI (YoY) (Nov),0.1%,0.1%,0.1%
2015/12/14 05:00:00,05:00,EUR,Low,Italian HICP (YoY) (Nov),0.2%,0.1%,0.2%
2015/12/14 05:00:00,05:00,EUR,Low,Italian HICP (MoM) (Nov),-0.4%,-0.5%,-0.4%
2015/12/14 06:00:00,06:00,EUR,Medium,ECB's Nowotny Speaks,,,
2015/12/14 06:00:00,06:00,EUR,Low,Industrial Production (YoY) (Oct),1.9%,1.3%,1.3%
2015/12/14 06:00:00,06:00,EUR,Medium,Industrial Production (MoM) (Oct),0.6%,0.3%,-0.3%
2015/12/14 07:00:00,07:00,EUR,Medium,ECB President Draghi Speaks,,,
2015/12/14 08:00:00,08:00,INR,Medium,CPI (YoY) (Nov),5.41%,5.40%,5.00%
2015/12/14 10:00:00,10:00,EUR,Low,French 12-Month BTF Auction,-0.314%,,-0.283%
2015/12/14 10:00:00,10:00,EUR,Low,French 3-Month BTF Auction,-0.328%,,-0.291%
2015/12/14 10:00:00,10:00,EUR,Low,French 6-Month BTF Auction,-0.317%,,-0.286%
2015/12/14 11:00:00,11:00,EUR,Medium,ECB's Costa Speaks,,,
2015/12/14 12:30:00,12:30,USD,Low,3-Month Bill Auction,0.280%,,0.280%
2015/12/14 12:30:00,12:30,USD,Low,6-Month Bill Auction,0.585%,,0.535%
2015/12/14 20:30:00,20:30,AUD,Medium,House Price Index (QoQ) (Q3),2.0%,2.0%,4.7%
2015/12/14 20:30:00,20:30,AUD,Medium,RBA Meeting Minutes,,,
2015/12/14 20:30:00,20:30,AUD,Low,New Motor Vehicle Sales (MoM) (Nov),1.0%,,-3.6%
2015/12/14 21:00:00,21:00,NZD,Low,Budget Balance,-5.400B,,-4.170B
2015/12/14 21:00:00,21:00,NZD,Low,Net Debt Forecast,26.90%,,26.30%
2015/12/14 21:00:00,21:00,NZD,Low,Economic Forecast,0.400B,,0.180B
2015/12/14 22:06:00,22:06,KRW,Low,Exports (YoY) (Nov),-4.8%,,-4.7%
2015/12/14 22:06:00,22:06,KRW,Low,Imports (YoY) (Nov),-17.6%,,-17.6%
2015/12/14 22:06:00,22:06,KRW,Low,Trade Balance (Nov),10.30B,10.40B,10.40B
2015/12/14 22:30:00,22:30,SGD,Low,Unemployment Rate (Q3),2.0%,2.0%,2.0%
2015/12/15 01:00:00,01:00,SGD,Low,Retail Sales (YoY) (Oct),2.7%,2.6%,4.3%
2015/12/15 01:00:00,01:00,SGD,Low,Retail Sales (MoM) (Oct),1.0%,1.7%,-4.0%
2015/12/15 04:00:00,04:00,EUR,Medium,Spanish CPI (YoY) (Nov),-0.3%,-0.3%,-0.3%
2015/12/15 04:00:00,04:00,EUR,Low,Spanish CPI (MoM) (Nov),0.4%,0.3%,0.3%
2015/12/15 04:00:00,04:00,EUR,Medium,Spanish HICP (YoY) (Nov),-0.4%,-0.4%,-0.4%
2015/12/15 04:00:00,04:00,EUR,Low,Spanish HICP (MoM) (Nov),0.2%,0.2%,0.2%
2015/12/15 04:15:00,04:15,CHF,Low,PPI (YoY) (Nov),-5.5%,-6.1%,-6.6%
2015/12/15 04:15:00,04:15,CHF,Medium,PPI (MoM) (Nov),0.4%,0.1%,0.2%
2015/12/15 05:30:00,05:30,GBP,Low,Core CPI (YoY),1.2%,1.2%,1.1%
2015/12/15 05:30:00,05:30,GBP,Low,Core PPI Output (MoM) (Nov),-0.2%,,-0.1%
2015/12/15 05:30:00,05:30,GBP,Low,Core PPI Output (YoY) (Nov),-0.1%,0.1%,0.3%
2015/12/15 05:30:00,05:30,GBP,Low,Core RPI (YoY) (Nov),1.1%,,0.8%
2015/12/15 05:30:00,05:30,GBP,Low,Core RPI (MoM) (Nov),0.1%,,0.0%
2015/12/15 05:30:00,05:30,GBP,Medium,CPI (MoM) (Nov),0.0%,-0.1%,0.1%
2015/12/15 05:30:00,05:30,GBP,High,CPI (YoY) (Nov),0.1%,0.1%,-0.1%
2015/12/15 05:30:00,05:30,GBP,Low,House Price Index (YoY),7.0%,6.4%,6.1%
2015/12/15 05:30:00,05:30,GBP,Medium,PPI Input (MoM) (Nov),-1.6%,-1.1%,0.2%
2015/12/15 05:30:00,05:30,GBP,Low,PPI Input (YoY) (Nov),-13.1%,-12.4%,-12.3%
2015/12/15 05:30:00,05:30,GBP,Low,PPI Output (YoY) (Nov),-1.5%,-1.3%,-1.4%
2015/12/15 05:30:00,05:30,GBP,Low,PPI Output (MoM) (Nov),-0.2%,-0.1%,-0.1%
2015/12/15 05:30:00,05:30,GBP,Low,RPI (YoY) (Nov),1.1%,0.9%,0.7%
2015/12/15 05:30:00,05:30,GBP,Low,RPI (MoM) (Nov),0.1%,-0.1%,0.0%
2015/12/15 05:45:00,05:45,EUR,Low,Spanish 3-Month Letras Auction,-0.184%,,-0.229%
2015/12/15 06:00:00,06:00,EUR,Medium,German ZEW Current Conditions (Dec),55.0,54.2,54.4
2015/12/15 06:00:00,06:00,EUR,Medium,German ZEW Economic Sentiment (Dec),16.1,15.0,10.4
2015/12/15 06:00:00,06:00,EUR,Low,Employment Change (QoQ) (Q3),0.3%,0.2%,0.4%
2015/12/15 06:00:00,06:00,EUR,Low,Employment Change (YoY) (Q3),1.1%,,1.0%
2015/12/15 06:00:00,06:00,EUR,Medium,ZEW Economic Sentiment,33.9,34.4,28.3
2015/12/15 08:30:00,08:30,INR,Low,Exports (USD) (Nov),20.01B,,21.35B
2015/12/15 08:30:00,08:30,INR,Low,Imports (USD) (Nov),29.80B,,31.12B
2015/12/15 08:30:00,08:30,INR,Low,Trade Balance (Nov),-9.78B,-10.10B,-9.77B
2015/12/15 09:00:00,09:00,RUB,Low,Industrial Production (YoY),-3.5%,-2.9%,-3.6%
2015/12/15 09:30:00,09:30,USD,High,Core CPI (MoM) (Nov),0.2%,0.2%,0.2%
2015/12/15 09:30:00,09:30,USD,Medium,Core CPI (YoY) (Nov),2.0%,2.0%,1.9%
2015/12/15 09:30:00,09:30,USD,Low,Core CPI Index (Nov),244.14,,243.70
2015/12/15 09:30:00,09:30,USD,High,CPI (MoM) (Nov),0.0%,0.0%,0.2%
2015/12/15 09:30:00,09:30,USD,High,CPI (YoY) (Nov),0.5%,0.4%,0.2%
2015/12/15 09:30:00,09:30,USD,Low,"CPI Index, n.s.a. (Nov)",237.34,237.21,237.84
2015/12/15 09:30:00,09:30,USD,Medium,NY Empire State Manufacturing Index (Dec),-4.59,-6.00,-10.74
2015/12/15 09:30:00,09:30,USD,Low,Real Earnings (MoM) (Nov),-0.2%,,0.4%
2015/12/15 09:30:00,09:30,CAD,Low,Manufacturing Sales (MoM) (Oct),-1.1%,-0.5%,-1.5%
2015/12/15 09:55:00,09:55,USD,Low,Redbook (YoY),1.5%,,1.9%
2015/12/15 09:55:00,09:55,USD,Low,Redbook (MoM),-0.8%,,-0.6%
2015/12/15 09:55:00,09:55,NZD,Low,GlobalDairyTrade Price Index,1.9%,,3.6%
2015/12/15 11:00:00,11:00,USD,Low,NAHB Housing Market Index (Dec),61,63,62
2015/12/15 12:00:00,12:00,USD,Low,Cleveland CPI (MoM) (Nov),0.2%,,0.2%
2015/12/15 12:00:00,12:00,CAD,Low,BoC Financial System Review,,,
2015/12/15 12:30:00,12:30,USD,Low,4-Week Bill Auction,0.205%,,0.235%
2015/12/15 12:45:00,12:45,CAD,Medium,BoC Gov Poloz Speaks,,,
2015/12/15 17:00:00,17:00,USD,Low,"US Foreign Buying, T-bonds (Oct)",-55.20B,,17.40B
2015/12/15 17:00:00,17:00,USD,Low,Overall Net Capital Flow (Oct),68.90B,,-172.70B
2015/12/15 17:00:00,17:00,USD,Medium,TIC Net Long-Term Transactions (Oct),-16.6B,32.4B,33.6B
2015/12/15 17:00:00,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps (Oct),-29.50B,,20.40B
2015/12/15 17:35:00,17:35,USD,Medium,API Weekly Crude Oil Stock,2.300M,-2.500M,-1.900M
2015/12/15 17:45:00,17:45,NZD,Medium,Current Account (YoY) (Q3),-8.10B,-8.30B,-8.26B
2015/12/15 17:45:00,17:45,NZD,Medium,Current Account (QoQ) (Q3),-4.75B,-4.90B,-1.17B
2015/12/15 17:45:00,17:45,NZD,Low,Current Account % of GDP (Q3),-3.30%,-3.50%,-3.40%
2015/12/15 19:00:00,19:00,KRW,Low,Unemployment Rate (Nov),3.4%,3.5%,3.4%
2015/12/15 19:30:00,19:30,AUD,Low,MI Leading Index (MoM),-0.2%,,0.1%
2015/12/15 19:30:00,19:30,AUD,Medium,RBA Assist Gov Debelle Speaks,,,
2015/12/16 05:30:00,05:30,GBP,Low,Average Earnings ex Bonus (Oct),2.0%,2.3%,2.4%
2015/12/16 05:30:00,05:30,GBP,Medium,Average Earnings Index +Bonus (Oct),2.4%,2.5%,3.0%
2015/12/16 05:30:00,05:30,GBP,Medium,Claimant Count Change (Nov),3.9K,1.5K,0.2K
2015/12/16 05:30:00,05:30,GBP,Medium,Unemployment Rate (Oct),5.2%,5.3%,5.3%
2015/12/16 06:00:00,06:00,CHF,Low,ZEW Expectations (Dec),16.6,,0.0
2015/12/16 06:00:00,06:00,EUR,Medium,Core CPI (YoY),0.9%,0.9%,0.9%
2015/12/16 06:00:00,06:00,EUR,Low,Core CPI (MoM) (Nov),-0.2%,,0.2%
2015/12/16 06:00:00,06:00,EUR,High,CPI (YoY) (Nov),0.2%,0.1%,0.1%
2015/12/16 06:00:00,06:00,EUR,Medium,CPI (MoM) (Nov),-0.1%,-0.2%,0.1%
2015/12/16 06:00:00,06:00,EUR,Low,CPI ex Tobacco (YoY) (Nov),0.1%,,0.0%
2015/12/16 06:00:00,06:00,EUR,Low,CPI ex Tobacco (MoM) (Nov),-0.2%,,0.1%
2015/12/16 06:00:00,06:00,EUR,Medium,Trade Balance (Oct),24.1B,21.5B,20.5B
2015/12/16 07:00:00,07:00,BRL,Medium,Retail Sales (YoY) (Oct),-5.6%,-8.8%,-6.3%
2015/12/16 07:00:00,07:00,BRL,Medium,Retail Sales (MoM) (Oct),0.6%,-1.1%,-0.3%
2015/12/16 08:00:00,08:00,USD,Low,MBA 30-Year Mortgage Rate,4.14%,,4.14%
2015/12/16 08:00:00,08:00,USD,Low,MBA Mortgage Applications (WoW),-1.1%,,1.2%
2015/12/16 08:00:00,08:00,USD,Low,MBA Purchase Index,221.7,,228.2
2015/12/16 08:00:00,08:00,USD,Low,Mortgage Market Index,419.4,,424.1
2015/12/16 08:00:00,08:00,USD,Low,Mortgage Refinance Index,"1,592.7",,"1,570.1"
2015/12/16 09:30:00,09:30,USD,Medium,Building Permits (Nov),1.289M,1.150M,1.161M
2015/12/16 09:30:00,09:30,USD,Low,Building Permits (MoM) (Nov),11.0%,-1.0%,4.1%
2015/12/16 09:30:00,09:30,USD,Medium,Housing Starts (MoM) (Nov),10.5%,6.6%,-12.0%
2015/12/16 09:30:00,09:30,USD,Medium,Housing Starts (Nov),1.173M,1.135M,1.062M
2015/12/16 09:30:00,09:30,CAD,Medium,Foreign Securities Purchases (Oct),22.08B,6.13B,3.35B
2015/12/16 09:30:00,09:30,CAD,Low,Foreign Securities Purchases by Canadians (Oct),3.23B,,-6.17B
2015/12/16 10:15:00,10:15,USD,Low,Capacity Utilization Rate (Nov),77.0%,77.4%,77.5%
2015/12/16 10:15:00,10:15,USD,Medium,Industrial Production (MoM) (Nov),-0.6%,-0.1%,-0.4%
2015/12/16 10:15:00,10:15,USD,Low,Manufacturing Production (MoM) (Nov),0.0%,0.1%,0.3%
2015/12/16 10:30:00,10:30,BRL,Low,Foreign Exchange Flows,-1.39B,,0.34B
2015/12/16 11:30:00,11:30,USD,High,Crude Oil Inventories,4.801M,-1.417M,-3.568M
2015/12/16 11:30:00,11:30,USD,Low,EIA Weekly Distillates Stocks,2.563M,2.240M,4.998M
2015/12/16 11:30:00,11:30,USD,Low,Gasoline Inventories,1.731M,1.952M,0.786M
2015/12/16 15:00:00,15:00,USD,High,FOMC Economic Projections,,,
2015/12/16 15:00:00,15:00,USD,High,FOMC Statement,,,
2015/12/16 15:00:00,15:00,USD,High,Fed Interest Rate Decision,0.50%,0.50%,0.25%
2015/12/16 15:30:00,15:30,USD,High,FOMC Press Conference,,,
2015/12/16 16:30:00,16:30,USD,Medium,Fed's Balance Sheet,"4,489.59B",,"4,480.44B"
2015/12/16 17:45:00,17:45,NZD,Medium,GDP (QoQ) (Q3),0.9%,0.8%,0.3%
2015/12/16 17:45:00,17:45,NZD,Low,GDP (YoY) (Q3),2.3%,2.3%,2.4%
2015/12/16 17:45:00,17:45,NZD,Low,GDP Annual Average (Q3),2.9%,2.7%,3.3%
2015/12/16 17:45:00,17:45,NZD,Low,GDP Expenditure (QoQ) (Q3),1.2%,0.8%,0.7%
2015/12/16 19:50:00,19:50,JPY,Medium,Adjusted Trade Balance,0.00T,-0.21T,-0.17T
2015/12/16 19:50:00,19:50,JPY,Medium,Exports (YoY) (Nov),-3.3%,-1.5%,-2.2%
2015/12/16 19:50:00,19:50,JPY,Low,Foreign Bonds Buying,319.4B,,81.3B
2015/12/16 19:50:00,19:50,JPY,Low,Foreign Investments in Japanese Stocks,-488.0B,,104.6B
2015/12/16 19:50:00,19:50,JPY,Low,Imports (YoY) (Nov),-10.2%,-8.3%,-13.4%
2015/12/16 19:50:00,19:50,JPY,Medium,Trade Balance (Nov),-380B,-446B,112B
2015/12/16 20:30:00,20:30,AUD,Low,RBA Bulletin,,,
2015/12/16 20:30:00,20:30,SGD,Low,Non-Oil Exports (YoY) (Nov),-3.30%,1.50%,-0.50%
2015/12/16 20:30:00,20:30,SGD,Low,Non-Oil Exports (MoM) (Nov),-3.80%,0.10%,-0.30%
2015/12/16 20:30:00,20:30,SGD,Low,Trade Balance,6.560B,,7.920B
2015/12/17 02:45:00,02:45,CHF,Low,SECO Economic Forecasts,,,
2015/12/17 04:30:00,04:30,HKD,Low,Unemployment Rate (Nov),3.3%,3.3%,3.3%
2015/12/17 05:00:00,05:00,EUR,Low,Italian Trade Balance (Oct),4.810B,2.870B,2.190B
2015/12/17 05:00:00,05:00,EUR,Low,Italian Trade Balance EU (Oct),1.29B,,0.76B
2015/12/17 05:00:00,05:00,EUR,Medium,German Business Expectations (Dec),104.7,105.0,104.7
2015/12/17 05:00:00,05:00,EUR,Medium,German Current Assessment (Dec),112.8,113.4,113.4
2015/12/17 05:00:00,05:00,EUR,Medium,German Ifo Business Climate Index (Dec),101.0,,101.3
2015/12/17 05:00:00,05:00,EUR,Medium,ECB Economic Bulletin,,,
2015/12/17 05:30:00,05:30,GBP,Medium,Core Retail Sales (MoM) (Nov),1.7%,0.6%,-0.8%
2015/12/17 05:30:00,05:30,GBP,Medium,Core Retail Sales (YoY) (Nov),3.9%,2.3%,3.2%
2015/12/17 05:30:00,05:30,GBP,Medium,Retail Sales (MoM) (Nov),1.7%,0.5%,-0.5%
2015/12/17 05:30:00,05:30,GBP,Medium,Retail Sales (YoY) (Nov),5.0%,3.0%,4.2%
2015/12/17 05:30:00,05:30,ZAR,Low,PPI (YoY) (Nov),4.3%,4.5%,4.2%
2015/12/17 05:30:00,05:30,ZAR,Low,PPI (MoM) (Nov),0.1%,0.3%,0.9%
2015/12/17 05:50:00,05:50,EUR,Low,Spanish 5-Year Bonos Auction,0.657%,,0.437%
2015/12/17 05:50:00,05:50,EUR,Low,Spanish 8-Year Obligacion Auction,1.354%,,1.192%
2015/12/17 06:00:00,06:00,EUR,Medium,Wages in euro zone (YoY) (Q3),1.40%,,2.00%
2015/12/17 06:00:00,06:00,EUR,Low,Labor Cost Index (YoY) (Q3),1.10%,,1.60%
2015/12/17 07:00:00,07:00,GBP,Low,CBI Industrial Trends Orders (Dec),-7,-10,-11
2015/12/17 07:00:00,07:00,BRL,Medium,Unemployment Rate (Nov),7.5%,8.0%,7.9%
2015/12/17 08:00:00,08:00,RUB,Low,Central Bank reserves (USD),371.2B,,364.4B
2015/12/17 09:00:00,09:00,RUB,Low,PPI (YoY),13.9%,14.7%,14.2%
2015/12/17 09:00:00,09:00,RUB,Low,PPI (MoM),-0.7%,,1.8%
