DateTime,Time,Currency,Importance,Event,Actual,Forecast,Previous
2017/06/15 08:30:00,08:30,USD,High,Initial Jobless Claims,237K,242K,245K
2017/06/15 08:30:00,08:30,USD,Low,Jobless Claims 4-Week Avg.,243.00K,,242.00K
2017/06/15 08:30:00,08:30,USD,Medium,NY Empire State Manufacturing Index (Jun),19.80,4.00,-1.00
2017/06/15 08:30:00,08:30,USD,High,Philadelphia Fed Manufacturing Index (Jun),27.6,24.0,38.8
2017/06/15 08:30:00,08:30,USD,Low,Philly Fed Business Conditions (Jun),31.3,,34.8
2017/06/15 08:30:00,08:30,USD,Low,Philly Fed CAPEX Index (Jun),28.60,,32.60
2017/06/15 08:30:00,08:30,USD,Medium,Philly Fed Employment (Jun),16.1,,17.3
2017/06/15 08:30:00,08:30,USD,Low,Philly Fed New Orders (Jun),25.9,,25.4
2017/06/15 08:30:00,08:30,USD,Low,Philly Fed Prices Paid (Jun),23.60,,24.20
2017/06/15 08:30:00,08:30,CAD,Low,Manufacturing Sales (MoM) (Apr),1.1%,0.7%,0.8%
2017/06/15 09:00:00,09:00,INR,Low,Trade Balance,-13.84B,-12.48B,-13.25B
2017/06/15 09:00:00,09:00,RUB,Low,Central Bank reserves (USD),408.3B,,406.9B
2017/06/15 09:15:00,09:15,USD,Low,Capacity Utilization Rate (May),76.6%,76.7%,76.7%
2017/06/15 09:15:00,09:15,USD,Medium,Industrial Production (MoM) (May),0.0%,0.2%,1.1%
2017/06/15 09:15:00,09:15,USD,Low,Manufacturing Production (MoM) (May),-0.4%,0.1%,1.1%
2017/06/15 09:45:00,09:45,USD,Low,Bloomberg Consumer Confidence,50.0,,49.9
2017/06/15 10:00:00,10:00,USD,Low,NAHB Housing Market Index (Jun),67,70,69
2017/06/15 10:30:00,10:30,USD,Low,Natural Gas Storage,78B,86B,106B
2017/06/15 16:00:00,16:00,USD,Low,"US Foreign Buying, T-bonds (Apr)",-22.50B,,24.40B
2017/06/15 16:00:00,16:00,USD,Low,Overall Net Capital Flow (Apr),65.80B,,9.30B
2017/06/15 16:00:00,16:00,USD,Medium,TIC Net Long-Term Transactions (Apr),1.8B,37.3B,59.7B
2017/06/15 16:00:00,16:00,USD,Low,TIC Net Long-Term Transactions including Swaps (Apr),-11.20B,,46.20B
2017/06/15 17:00:00,17:00,KRW,Low,Export Price Index (YoY) (May),5.3%,,8.9%
2017/06/15 17:00:00,17:00,KRW,Low,Import Price Index (YoY) (May),4.1%,,9.2%
2017/06/15 18:30:00,18:30,NZD,Medium,Business NZ PMI (May),58.5,,56.8
2017/06/15 20:30:00,20:30,SGD,Low,Non-Oil Exports (MoM) (May),8.10%,,-9.00%
2017/06/15 20:30:00,20:30,SGD,Low,Non-Oil Exports (YoY) (May),-1.20%,-3.70%,-0.70%
2017/06/15 20:30:00,20:30,SGD,Low,Trade Balance,5.400B,,5.400B
2017/06/15 22:00:00,22:00,JPY,Medium,BoJ Monetary Policy Statement,,,
2017/06/15 22:00:00,22:00,JPY,High,BoJ Interest Rate Decision,-0.10%,-0.10%,-0.10%
2017/06/15 23:00:00,23:00,NZD,Low,RBNZ Offshore Holdings (May),58.70%,,58.80%
2017/06/16 02:30:00,02:30,JPY,Medium,BoJ Press Conference,,,
2017/06/16 04:00:00,04:00,EUR,Low,Italian Trade Balance (Apr),3.600B,3.410B,5.310B
2017/06/16 04:00:00,04:00,EUR,Low,Italian Trade Balance EU (Apr),1.05B,,1.14B
2017/06/16 04:00:00,04:00,EUR,Medium,EU Finance Ministers Meeting,,,
2017/06/16 05:00:00,05:00,EUR,Medium,Core CPI (YoY) (May),0.9%,0.9%,1.2%
2017/06/16 05:00:00,05:00,EUR,Low,Core CPI (MoM) (May),-0.1%,,0.5%
2017/06/16 05:00:00,05:00,EUR,Medium,CPI (MoM) (May),-0.1%,-0.1%,0.4%
2017/06/16 05:00:00,05:00,EUR,High,CPI (YoY) (May),1.4%,1.4%,1.4%
2017/06/16 05:00:00,05:00,EUR,Low,CPI ex Tobacco (YoY) (May),1.4%,,1.8%
2017/06/16 05:00:00,05:00,EUR,Low,CPI ex Tobacco (MoM) (May),-0.1%,,0.4%
2017/06/16 05:00:00,05:00,EUR,Medium,Wages in euro zone (YoY) (Q1),1.40%,,1.60%
2017/06/16 05:00:00,05:00,EUR,Low,Labor Cost Index (YoY) (Q1),1.50%,,1.50%
2017/06/16 06:30:00,06:30,RUB,Medium,Interest Rate Decision (Jun),9.00%,8.75%,9.25%
2017/06/16 07:00:00,07:00,GBP,Low,BoE Quarterly Bulletin,,,
2017/06/16 07:30:00,07:30,INR,Low,"FX Reserves, USD",381.16B,,378.76B
2017/06/16 07:30:00,07:30,BRL,Low,IBC-Br Economic Activity,0.28%,,-0.44%
2017/06/16 08:30:00,08:30,USD,Low,Building Permits (MoM) (May),-4.9%,1.8%,-2.5%
2017/06/16 08:30:00,08:30,USD,Medium,Building Permits (May),1.168M,1.250M,1.228M
2017/06/16 08:30:00,08:30,USD,Medium,Housing Starts (MoM) (May),-5.5%,4.1%,-2.8%
2017/06/16 08:30:00,08:30,USD,Medium,Housing Starts (May),1.092M,1.215M,1.156M
2017/06/16 08:30:00,08:30,CAD,Medium,Foreign Securities Purchases (Apr),10.60B,12.14B,15.05B
2017/06/16 08:30:00,08:30,CAD,Low,Foreign Securities Purchases by Canadians (Apr),-9.87B,,15.42B
2017/06/16 09:00:00,09:00,RUB,Low,Industrial Production (YoY) (May),5.6%,1.9%,2.3%
2017/06/16 09:00:00,09:00,RUB,Medium,GDP Quarterly (YoY) (Q1),0.5%,0.3%,0.5%
2017/06/16 10:00:00,10:00,USD,Low,Fed Labor Market Conditions Index,2.3,3.0,3.5
2017/06/16 10:00:00,10:00,USD,Medium,Michigan 1-Year Inflation Expectations (Jun),2.6%,,2.6%
2017/06/16 10:00:00,10:00,USD,Medium,Michigan 5-Year Inflation Expectations (Jun),2.60%,,2.40%
2017/06/16 10:00:00,10:00,USD,Medium,Michigan Consumer Expectations (Jun),84.7,87.5,87.7
2017/06/16 10:00:00,10:00,USD,Medium,Michigan Consumer Sentiment (Jun),94.5,97.1,97.1
2017/06/16 10:00:00,10:00,USD,Low,Michigan Current Conditions (Jun),109.6,111.7,111.7
2017/06/16 12:45:00,12:45,USD,Medium,FOMC Member Kaplan Speaks,,,
2017/06/16 13:00:00,13:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,747,,741
2017/06/16 15:30:00,15:30,GBP,Medium,CFTC GBP speculative net positions,-39.4K,,-36.7K
2017/06/16 15:30:00,15:30,USD,Low,CFTC Copper speculative net positions,18.8K,,12.7K
2017/06/16 15:30:00,15:30,USD,Medium,CFTC Crude Oil speculative net positions,359.0K,,382.5K
2017/06/16 15:30:00,15:30,USD,Medium,CFTC Gold speculative net positions,190.3K,,204.5K
2017/06/16 15:30:00,15:30,USD,Medium,CFTC S&P 500 speculative net positions,57.8K,,58.5K
2017/06/16 15:30:00,15:30,USD,Low,CFTC Silver speculative net positions,60.7K,,65.9K
2017/06/16 15:30:00,15:30,CAD,Low,CFTC CAD speculative net positions,-88.6K,,-94.5K
2017/06/16 15:30:00,15:30,CHF,Low,CFTC CHF speculative net positions,-14.5K,,-16.6K
2017/06/16 15:30:00,15:30,AUD,Medium,CFTC AUD speculative net positions,-1.5K,,-0.1K
2017/06/16 15:30:00,15:30,JPY,Medium,CFTC JPY speculative net positions,-50.6K,,-55.0K
2017/06/16 15:30:00,15:30,NZD,Low,CFTC NZD speculative net positions,1.6K,,-1.8K
2017/06/16 15:30:00,15:30,RUB,Medium,CFTC RUB speculative positions,6.4K,,7.6K
2017/06/16 15:30:00,15:30,EUR,Medium,CFTC EUR speculative net positions,79.1K,,74.0K
2017/06/18 17:00:00,17:00,KRW,Low,PPI (MoM) (May),-0.2%,,-0.2%
2017/06/18 17:00:00,17:00,KRW,Low,PPI (YoY) (May),3.5%,,3.8%
2017/06/18 18:00:00,18:00,NZD,Medium,Westpac Consumer Sentiment (Q2),113.4,,111.9
2017/06/18 19:01:00,19:01,GBP,Low,Rightmove House Price Index (MoM),-0.4%,,1.2%
2017/06/18 19:30:00,19:30,AUD,Medium,RBA Governor Lowe Speaks,,,
2017/06/18 19:50:00,19:50,JPY,Medium,Adjusted Trade Balance,0.13T,0.35T,0.16T
2017/06/18 19:50:00,19:50,JPY,Medium,Exports (YoY) (May),14.9%,16.1%,7.5%
2017/06/18 19:50:00,19:50,JPY,Low,Imports (YoY) (May),17.8%,14.8%,15.1%
2017/06/18 19:50:00,19:50,JPY,Medium,Trade Balance (May),-203B,76B,482B
2017/06/18 21:30:00,21:30,AUD,Low,New Motor Vehicle Sales (MoM) (May),2.9%,,0.6%
2017/06/18 21:30:00,21:30,CNY,Low,House Prices (YoY) (May),10.4%,,10.7%
2017/06/19 01:30:00,01:30,GBP,Medium,Investing.com GBP/USD Index,39.5%,,37.6%
2017/06/19 01:30:00,01:30,USD,Medium,Investing.com Gold Index,64.1%,,71.0%
2017/06/19 01:30:00,01:30,CAD,Medium,Investing.com USD/CAD Index,66.2%,,63.8%
2017/06/19 01:30:00,01:30,CHF,Medium,Investing.com USD/CHF Index,66.8%,,67.8%
2017/06/19 01:30:00,01:30,AUD,Medium,Investing.com AUD/USD Index,39.5%,,44.6%
2017/06/19 01:30:00,01:30,JPY,Medium,Investing.com USD/JPY Index,60.9%,,64.6%
2017/06/19 01:30:00,01:30,NZD,Medium,Investing.com NZD/USD Index,33.4%,,36.0%
2017/06/19 01:30:00,01:30,EUR,Medium,Investing.com EUR/USD Index,52.6%,,51.0%
2017/06/19 08:00:00,08:00,USD,Medium,FOMC Member Dudley Speaks,,,
2017/06/19 09:00:00,09:00,EUR,Low,French 12-Month BTF Auction,-0.595%,,-0.601%
2017/06/19 09:00:00,09:00,EUR,Low,French 3-Month BTF Auction,-0.588%,,-0.593%
2017/06/19 09:00:00,09:00,EUR,Low,French 6-Month BTF Auction,-0.591%,,-0.596%
2017/06/19 09:00:00,09:00,RUB,Low,PPI (MoM),-0.5%,,-1.5%
2017/06/19 09:00:00,09:00,RUB,Low,PPI (YoY),5.9%,,7.6%
2017/06/19 11:00:00,11:00,EUR,Medium,German Buba President Weidmann Speaks,,,
2017/06/19 11:30:00,11:30,USD,Low,3-Month Bill Auction,1.010%,,0.990%
2017/06/19 11:30:00,11:30,USD,Low,6-Month Bill Auction,1.120%,,1.100%
2017/06/19 19:00:00,19:00,USD,Low,Chicago Fed President Evans Speaks,,,
2017/06/19 19:00:00,19:00,JPY,Low,Reuters Tankan Index (Jun),26,,24
2017/06/19 21:30:00,21:30,AUD,Medium,House Price Index (QoQ) (Q1),2.2%,2.2%,4.1%
2017/06/19 21:30:00,21:30,AUD,Medium,RBA Meeting Minutes,,,
2017/06/20 01:45:00,01:45,CHF,Low,SECO Economic Forecasts,,,
2017/06/20 02:00:00,02:00,EUR,Low,German PPI (YoY) (May),2.8%,2.9%,3.4%
2017/06/20 02:00:00,02:00,EUR,Medium,German PPI (MoM) (May),-0.2%,-0.1%,0.4%
2017/06/20 03:15:00,03:15,USD,Medium,FOMC Member Stanley Fischer Speaks,,,
2017/06/20 03:30:00,03:30,GBP,High,BoE Gov Carney Speaks,,,
2017/06/20 04:00:00,04:00,EUR,Low,Spanish Trade Balance,-1.20B,-1.00B,-1.50B
2017/06/20 04:00:00,04:00,EUR,Low,Current Account (Apr),22.0B,31.3B,35.7B
2017/06/20 04:00:00,04:00,EUR,Low,Current Account n.s.a. (Apr),21.5B,,46.4B
2017/06/20 04:00:00,04:00,ZAR,Low,Current Account (Q1),-92.0B,-87.8B,-76.0B
2017/06/20 04:00:00,04:00,ZAR,Low,Current Account % of GDP (Q1),-2.10%,-2.30%,-1.70%
2017/06/20 04:30:00,04:30,HKD,Low,CPI (YoY),2.00%,,2.00%
2017/06/20 04:30:00,04:30,HKD,Low,Unemployment Rate (May),3.2%,,3.2%
2017/06/20 04:45:00,04:45,CHF,Medium,SNB Chairman Thomas Jordan speaks,,,
2017/06/20 04:50:00,04:50,EUR,Low,Spanish 3-Month Letras Auction,-0.425%,,-0.417%
2017/06/20 08:15:00,08:15,USD,Medium,FOMC Member Rosengren Speaks,,,
2017/06/20 08:30:00,08:30,USD,Medium,Current Account (Q1),-116.8B,-123.8B,-114.0B
2017/06/20 08:30:00,08:30,CAD,Medium,Wholesale Sales (MoM) (Apr),1.0%,0.5%,1.2%
2017/06/20 08:55:00,08:55,USD,Low,Redbook (YoY),2.8%,,2.1%
2017/06/20 08:55:00,08:55,USD,Low,Redbook (MoM),0.7%,,0.5%
2017/06/20 09:00:00,09:00,RUB,Medium,Retail Sales (YoY),0.7%,0.5%,0.0%
2017/06/20 09:00:00,09:00,RUB,Medium,Unemployment Rate (May),5.2%,5.3%,5.3%
2017/06/20 11:05:00,11:05,NZD,Low,GlobalDairyTrade Price Index,-0.8%,,0.6%
2017/06/20 11:30:00,11:30,USD,Low,4-Week Bill Auction,0.850%,,0.885%
2017/06/20 11:30:00,11:30,USD,Low,52-Week Bill Auction,1.215%,,1.145%
2017/06/20 14:00:00,14:00,BRL,Low,CAGED Net Payroll Jobs (May),34.25K,,59.86K
2017/06/20 15:00:00,15:00,USD,Medium,FOMC Member Kaplan Speaks,,,
2017/06/20 16:35:00,16:35,USD,Medium,API Weekly Crude Oil Stock,-2.720M,-2.100M,2.750M
2017/06/20 19:50:00,19:50,JPY,Medium,Monetary Policy Meeting Minutes,,,
2017/06/20 20:30:00,20:30,AUD,Low,MI Leading Index (MoM),0.0%,,-0.1%
2017/06/21 00:30:00,00:30,JPY,Low,All Industries Activity Index (MoM),2.1%,1.7%,-0.7%
2017/06/21 02:35:00,02:35,JPY,Medium,BoJ Governor Kuroda Speaks,,,
2017/06/21 04:00:00,04:00,ZAR,Low,Core CPI (YoY) (May),4.8%,4.8%,4.8%
2017/06/21 04:00:00,04:00,ZAR,Low,Core CPI (MoM) (May),0.1%,0.1%,0.2%
2017/06/21 04:00:00,04:00,ZAR,Low,CPI (YoY) (May),5.4%,5.3%,5.3%
2017/06/21 04:00:00,04:00,ZAR,Low,CPI (MoM) (May),0.3%,0.2%,0.1%
2017/06/21 04:30:00,04:30,GBP,Low,Public Sector Net Borrowing (May),5.99B,7.00B,8.68B
2017/06/21 04:30:00,04:30,GBP,Low,Public Sector Net Cash Requirement (May),13.400B,,-15.246B
2017/06/21 05:35:00,05:35,EUR,Low,German 30-Year Bund Auction,1.020%,,1.240%
2017/06/21 07:00:00,07:00,GBP,Medium,BoE MPC Member Haldane Speaks,,,
2017/06/21 07:00:00,07:00,USD,Low,MBA 30-Year Mortgage Rate,4.13%,,4.13%
2017/06/21 07:00:00,07:00,USD,Low,MBA Mortgage Applications (WoW),0.6%,,2.8%
2017/06/21 07:00:00,07:00,USD,Low,MBA Purchase Index,252.1,,254.6
2017/06/21 07:00:00,07:00,USD,Low,Mortgage Market Index,445.2,,442.6
2017/06/21 07:00:00,07:00,USD,Low,Mortgage Refinance Index,"1,526.8",,"1,494.8"
2017/06/21 08:00:00,08:00,INR,Low,M3 Money Supply,7.4%,,7.0%
2017/06/21 10:00:00,10:00,USD,High,Existing Home Sales (May),5.62M,5.55M,5.56M
2017/06/21 10:00:00,10:00,USD,Medium,Existing Home Sales (MoM) (May),1.1%,-0.5%,-2.5%
2017/06/21 10:00:00,10:00,CHF,Low,SNB Quarterly Bulletin,,,
2017/06/21 10:30:00,10:30,USD,High,Crude Oil Inventories,-2.451M,-2.106M,-1.661M
2017/06/21 10:30:00,10:30,USD,Low,Crude Oil Imports,0.056M,,-0.481M
2017/06/21 10:30:00,10:30,USD,Medium,Cushing Crude Oil Inventories,-1.080M,,-1.156M
2017/06/21 10:30:00,10:30,USD,Low,Distillate Fuel Production,0.097M,,-0.113M
2017/06/21 10:30:00,10:30,USD,Low,EIA Weekly Distillates Stocks,1.079M,0.465M,0.328M
2017/06/21 10:30:00,10:30,USD,Low,Gasoline Production,0.320M,,-0.091M
2017/06/21 10:30:00,10:30,USD,Low,Heating Oil Stockpiles,-0.207M,,-0.273M
2017/06/21 10:30:00,10:30,USD,Low,Gasoline Inventories,-0.578M,0.443M,2.096M
2017/06/21 11:30:00,11:30,BRL,Low,Foreign Exchange Flows,-3.40B,,-1.31B
2017/06/21 16:30:00,16:30,USD,Medium,Fed's Balance Sheet,"4,474.26B",,"4,476.27B"
2017/06/21 17:00:00,17:00,NZD,High,RBNZ Interest Rate Decision,1.75%,1.75%,1.75%
2017/06/21 17:00:00,17:00,NZD,Medium,RBNZ Rate Statement,,,
2017/06/21 18:45:00,18:45,NZD,Low,External Migration & Visitors (May),8.00%,,21.50%
2017/06/21 18:45:00,18:45,NZD,Low,Permanent/Long-Term Migration (May),"5,900",,"5,790"
2017/06/21 18:45:00,18:45,NZD,Low,Visitor Arrivals (MoM),-3.0%,,3.8%
2017/06/21 19:50:00,19:50,JPY,Low,Foreign Bonds Buying,"1,090.1B",,534.1B
2017/06/21 19:50:00,19:50,JPY,Low,Foreign Investments in Japanese Stocks,-331.6B,,-142.5B
2017/06/21 23:00:00,23:00,NZD,Low,Credit Card Spending (YoY),7.6%,,6.5%
2017/06/22 02:00:00,02:00,CHF,Low,Trade Balance (May),3.400B,2.440B,1.960B
2017/06/22 02:45:00,02:45,EUR,Low,French Business Survey (Jun),108,109,109
2017/06/22 04:00:00,04:00,EUR,Medium,ECB Economic Bulletin,,,
2017/06/22 05:35:00,05:35,GBP,Low,30-Year Treasury Gilt Auction,1.671%,,1.787%
2017/06/22 06:00:00,06:00,GBP,Low,CBI Industrial Trends Orders (Jun),16,7,9
2017/06/22 08:30:00,08:30,USD,Medium,Continuing Jobless Claims,"1,944K","1,928K","1,936K"
2017/06/22 08:30:00,08:30,USD,High,Initial Jobless Claims,241K,240K,238K
2017/06/22 08:30:00,08:30,USD,Low,Jobless Claims 4-Week Avg.,244.75K,,243.25K
2017/06/22 08:30:00,08:30,CAD,Medium,Core Retail Sales (MoM) (Apr),1.5%,0.7%,-0.1%
2017/06/22 08:30:00,08:30,CAD,Medium,Retail Sales (MoM) (Apr),0.8%,0.2%,0.5%
2017/06/22 09:00:00,09:00,USD,Low,House Price Index (YoY) (Apr),6.8%,,6.2%
2017/06/22 09:00:00,09:00,USD,Low,House Price Index (MoM) (Apr),0.7%,0.4%,0.7%
2017/06/22 09:00:00,09:00,USD,Low,House Price Index (Apr),248.2,,246.6
2017/06/22 09:00:00,09:00,RUB,Low,Central Bank reserves (USD),406.4B,,408.3B
2017/06/22 09:45:00,09:45,USD,Low,Bloomberg Consumer Confidence,49.4,,50.0
2017/06/22 10:00:00,10:00,USD,High,FOMC Member Powell Speaks,,,
2017/06/22 10:00:00,10:00,EUR,Low,Consumer Confidence (Jun),-1.3,-3.0,-3.3
2017/06/22 10:30:00,10:30,USD,Low,Natural Gas Storage,61B,58B,78B
2017/06/22 11:00:00,11:00,USD,Low,KC Fed Composite Index (Jun),11,,8
2017/06/22 11:00:00,11:00,USD,Low,KC Fed Manufacturing Index (Jun),23,,-1
2017/06/22 11:00:00,11:00,USD,Medium,US Leading Index (MoM) (May),0.3%,0.4%,0.2%
2017/06/22 13:00:00,13:00,USD,Medium,30-Year TIPS Auction,0.880%,,0.923%
2017/06/23 01:00:00,01:00,SGD,Medium,CPI (YoY) (May),1.4%,1.4%,0.4%
2017/06/23 01:00:00,01:00,SGD,Low,Industrial Production (MoM) (May),-3.5%,-0.7%,-0.1%
2017/06/23 01:00:00,01:00,SGD,Low,Industrial Production (YoY) (May),5.0%,7.4%,6.7%
2017/06/23 02:45:00,02:45,EUR,Medium,French GDP (QoQ),0.5%,0.4%,0.4%
2017/06/23 04:00:00,04:00,EUR,Low,Italian Industrial New Orders (YoY) (Apr),-2.2%,,9.2%
2017/06/23 04:00:00,04:00,EUR,Low,Italian Industrial New Orders (MoM) (Apr),-0.7%,,-4.3%
2017/06/23 04:00:00,04:00,EUR,Low,Italian Industrial Sales (MoM) (Apr),-0.50%,,0.40%
2017/06/23 04:00:00,04:00,EUR,Low,Italian Industrial Sales (YoY) (Apr),4.00%,,7.20%
2017/06/23 07:30:00,07:30,INR,Low,Bank Loan Growth,6.0%,,5.1%
2017/06/23 07:30:00,07:30,INR,Low,Deposit Growth,11.2%,,10.9%
2017/06/23 07:30:00,07:30,INR,Low,"FX Reserves, USD",381.96B,,381.16B
2017/06/23 08:00:00,08:00,BRL,Low,Mid-Month CPI (YoY) (Jun),3.52%,3.48%,3.77%
2017/06/23 08:00:00,08:00,BRL,Low,Mid-Month CPI (MoM) (Jun),0.16%,0.12%,0.24%
2017/06/23 08:30:00,08:30,CAD,Medium,Core CPI (MoM) (May),0.1%,,0.0%
2017/06/23 08:30:00,08:30,CAD,Medium,Core CPI (YoY) (May),0.9%,,1.1%
2017/06/23 08:30:00,08:30,CAD,Medium,CPI (MoM) (May),0.1%,0.2%,0.4%
2017/06/23 08:30:00,08:30,CAD,Low,CPI (YoY) (May),1.3%,1.5%,1.6%
2017/06/23 10:00:00,10:00,USD,High,New Home Sales (May),610K,597K,593K
2017/06/23 10:00:00,10:00,USD,Medium,New Home Sales (MoM) (May),2.9%,5.4%,-7.9%
2017/06/23 11:15:00,11:15,USD,Medium,FOMC Member Bullard Speaks,,,
2017/06/23 12:40:00,12:40,USD,Medium,FOMC Member Mester Speaks,,,
2017/06/23 13:00:00,13:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,758,,747
2017/06/23 14:15:00,14:15,USD,High,FOMC Member Powell Speaks,,,
2017/06/23 15:30:00,15:30,GBP,Medium,CFTC GBP speculative net positions,-37.6K,,-39.4K
2017/06/23 15:30:00,15:30,USD,Low,CFTC Copper speculative net positions,12.8K,,18.8K
2017/06/23 15:30:00,15:30,USD,Medium,CFTC Crude Oil speculative net positions,328.8K,,359.0K
2017/06/23 15:30:00,15:30,USD,Medium,CFTC Gold speculative net positions,150.7K,,190.3K
2017/06/23 15:30:00,15:30,USD,Medium,CFTC S&P 500 speculative net positions,8.6K,,57.8K
2017/06/23 15:30:00,15:30,USD,Low,CFTC Silver speculative net positions,46.7K,,60.7K
2017/06/23 15:30:00,15:30,CAD,Low,CFTC CAD speculative net positions,-82.9K,,-88.6K
2017/06/23 15:30:00,15:30,CHF,Low,CFTC CHF speculative net positions,-3.0K,,-14.5K
2017/06/23 15:30:00,15:30,AUD,Medium,CFTC AUD speculative net positions,15.0K,,-1.5K
2017/06/23 15:30:00,15:30,JPY,Medium,CFTC JPY speculative net positions,-50.0K,,-50.6K
2017/06/23 15:30:00,15:30,NZD,Low,CFTC NZD speculative net positions,21.5K,,1.6K
2017/06/23 15:30:00,15:30,RUB,Medium,CFTC RUB speculative positions,1.4K,,6.4K
2017/06/23 15:30:00,15:30,EUR,Medium,CFTC EUR speculative net positions,44.9K,,79.1K
2017/06/25 08:00:00,08:00,USD,Medium,FOMC Member Dudley Speaks,,,
2017/06/25 19:50:00,19:50,JPY,Low,Corporate Services Price Index (CSPI) (YoY),0.7%,0.7%,0.8%
2017/06/26 01:00:00,01:00,JPY,Low,Leading Index,104.2,104.5,104.5
2017/06/26 01:20:00,01:20,USD,Medium,FOMC Member Williams Speaks,,,
2017/06/26 01:30:00,01:30,GBP,Medium,Investing.com GBP/USD Index,38.0%,,39.5%
2017/06/26 01:30:00,01:30,USD,Medium,Investing.com Gold Index,66.4%,,64.1%
2017/06/26 01:30:00,01:30,CAD,Medium,Investing.com USD/CAD Index,65.1%,,66.2%
2017/06/26 01:30:00,01:30,CHF,Medium,Investing.com USD/CHF Index,60.1%,,66.8%
2017/06/26 01:30:00,01:30,AUD,Medium,Investing.com AUD/USD Index,50.7%,,39.5%
2017/06/26 01:30:00,01:30,JPY,Medium,Investing.com USD/JPY Index,62.8%,,60.9%
2017/06/26 01:30:00,01:30,NZD,Medium,Investing.com NZD/USD Index,43.0%,,33.4%
2017/06/26 01:30:00,01:30,EUR,Medium,Investing.com EUR/USD Index,40.6%,,52.6%
2017/06/26 03:00:00,03:00,EUR,Low,Spanish PPI (YoY),5.3%,,6.0%
2017/06/26 04:00:00,04:00,EUR,Medium,German Business Expectations (Jun),106.8,106.4,106.5
2017/06/26 04:00:00,04:00,EUR,Medium,German Current Assessment (Jun),124.1,123.3,123.3
2017/06/26 04:00:00,04:00,EUR,Medium,German Ifo Business Climate Index (Jun),102.8,,102.0
2017/06/26 04:30:00,04:30,GBP,Medium,Gross Mortgage Approvals,40.3K,40.3K,40.7K
2017/06/26 04:30:00,04:30,HKD,Low,Exports (MoM) (May),4.0%,,7.1%
2017/06/26 04:30:00,04:30,HKD,Low,Imports (MoM) (May),6.6%,,7.3%
2017/06/26 04:30:00,04:30,HKD,Low,Trade Balance,-35.7B,,-34.1B
2017/06/26 07:00:00,07:00,BRL,Low,FGV Consumer confidence (Jun),82.3,85.0,84.2
2017/06/26 08:30:00,08:30,USD,Low,Chicago Fed National Activity (May),-0.26,0.20,0.57
2017/06/26 08:30:00,08:30,USD,Medium,Core Durable Goods Orders (MoM) (May),0.1%,0.5%,-0.5%
2017/06/26 08:30:00,08:30,USD,High,Durable Goods Orders (MoM) (May),-1.1%,-0.6%,-0.9%
2017/06/26 08:30:00,08:30,USD,Low,Durables Excluding Defense (MoM) (May),-0.6%,,-0.9%
2017/06/26 08:30:00,08:30,USD,Low,Goods Orders Non Defense Ex Air (MoM) (May),-0.2%,0.3%,0.2%
2017/06/26 09:00:00,09:00,EUR,Low,French 3-Month BTF Auction,-0.628%,,-0.588%
2017/06/26 09:00:00,09:00,EUR,Low,French 6-Month BTF Auction,-0.631%,,-0.591%
2017/06/26 10:30:00,10:30,USD,Low,Dallas Fed Mfg Business Index (Jun),15.0,16.0,17.2
2017/06/26 11:30:00,11:30,USD,Low,3-Month Bill Auction,1.000%,,1.010%
2017/06/26 11:30:00,11:30,USD,Low,6-Month Bill Auction,1.110%,,1.120%
2017/06/26 13:00:00,13:00,USD,Medium,2-Year Note Auction,1.348%,,1.316%
2017/06/26 13:30:00,13:30,EUR,Medium,ECB President Draghi Speaks,,,
2017/06/26 17:00:00,17:00,KRW,Low,Consumer Confidence (Jun),111,,108
2017/06/26 18:45:00,18:45,NZD,Low,Exports (May),4.95B,4.93B,4.70B
2017/06/26 18:45:00,18:45,NZD,Low,Imports (May),4.85B,4.48B,4.16B
2017/06/26 18:45:00,18:45,NZD,Low,Trade Balance (MoM) (May),103M,420M,536M
2017/06/26 18:45:00,18:45,NZD,Low,Trade Balance (YoY) (May),"-3,750M","-3,398M","-3,510M"
2017/06/27 04:00:00,04:00,EUR,Low,Italian Business Confidence (Jun),107.3,106.7,106.9
2017/06/27 04:00:00,04:00,EUR,Low,Italian Consumer Confidence (Jun),106.4,106.2,105.4
2017/06/27 04:00:00,04:00,EUR,Medium,ECB President Draghi Speaks,,,
2017/06/27 04:05:00,04:05,USD,Medium,FOMC Member Williams Speaks,,,
2017/06/27 04:30:00,04:30,AUD,Medium,RBA Assist Gov Debelle Speaks,,,
2017/06/27 05:30:00,05:30,GBP,Medium,BoE Financial Stability Report,,,
2017/06/27 05:30:00,05:30,EUR,Low,Italian 2-Year CTZ Auction,-0.167%,,-0.075%
2017/06/27 05:35:00,05:35,EUR,Low,German 2-Year Schatz Auction,-0.610%,,-0.650%
2017/06/27 06:00:00,06:00,GBP,High,BoE Gov Carney Speaks,,,
2017/06/27 06:00:00,06:00,GBP,Low,CBI Distributive Trades Survey (Jun),12,2,2
2017/06/27 08:55:00,08:55,USD,Low,Redbook (YoY),2.2%,,2.8%
2017/06/27 08:55:00,08:55,USD,Low,Redbook (MoM),0.6%,,0.7%
2017/06/27 09:00:00,09:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM) (Apr),0.3%,0.4%,0.5%
